,dateTime,source,title,link,top_sentiment,sentiment_score
134,3/19/2025 12:57:01 PM,TipRanks,Nvidia (NVDA): New Buy Recommendation for This Technology Giant,/news/stocks/nvidia-nvda-new-buy-recommendation-for-this-technology-giant-1034494427,,
135,3/19/2025 1:01:06 PM,TipRanks,Notable open interest changes for March 19th,/news/stocks/notable-open-interest-changes-for-march-19th-1034494408,,
136,3/19/2025 1:10:09 PM,TipRanks,Supermicro announces new optimized storage server,/news/stocks/supermicro-announces-new-optimized-storage-server-1034494390,,
137,3/19/2025 1:10:20 PM,TipRanks,Global Mofy Metaverse to attend NVIDIA GTC 2025,/news/stocks/global-mofy-metaverse-to-attend-nvidia-gtc-2025-1034494389,,
138,3/19/2025 1:22:35 PM,Seeking Alpha,"S&P 500 buybacks increase 7.4% Q/Q in fourth quarter, Apple continues to lead",https://seekingalpha.com/news/4422148-sp-500-buybacks-increase-74-qq-in-fourth-quarter?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,,
139,3/19/2025 1:31:25 PM,TipRanks,"Nvidia, Musk’s xAI Join Forces with Microsoft to Power AI Infrastructure Expansion",/news/stocks/nvidia-musk-s-xai-join-forces-with-microsoft-to-power-ai-infrastructure-expansion-1034494511,,
140,3/19/2025 2:20:26 PM,TipRanks,Nvidia CEO Huang says tariff impact not meaningful near-term,/news/stocks/nvidia-ceo-huang-says-tariff-impact-not-meaningful-near-term-1034494662,,
141,3/19/2025 2:32:50 PM,TipRanks,Dell Technologies (DELL) CEO Says PC Refresh Cycle Is Underway,/news/stocks/dell-technologies-dell-ceo-says-pc-refresh-cycle-is-underway-1034494716,,
142,3/19/2025 3:04:20 PM,Seeking Alpha,NVIDIA (NVDA) Yield Shares Purpose ETF - ETF Units declares $0.75 dividend,https://seekingalpha.com/news/4422264-nvidia-nvda-yield-shares-purpose-etf---etf-units-declares-075-dividend?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,,
143,3/19/2025 3:15:08 PM,TipRanks,New CEO Plans Intel’s (INTC) Comeback Trail,/news/stocks/new-ceo-plans-intel-s-intc-comeback-trail-1034494801,,
144,3/19/2025 3:34:01 PM,Business Insider,Why one analyst and Nvidia skeptic says the chipmaker might not grow at all next year,https://www.businessinsider.com/nvidia-stock-price-prediction-nvda-outlook-ai-chips-gpu-demand-2025-3,,
145,3/19/2025 3:40:09 PM,TipRanks,Astera Labs comes off highs as traders circulate SemiAnalysis report,/news/stocks/astera-labs-comes-off-highs-as-traders-circulate-semianalysis-report-1034494847,,
146,3/19/2025 4:01:14 PM,TipRanks,"Nvidia acquires synthetic data startup Gretel, Wired reports",/news/stocks/nvidia-acquires-synthetic-data-startup-gretel-wired-reports-1034494884,,
147,3/19/2025 4:43:41 PM,Seeking Alpha,Nvidia acquires synthetic data provider Gretel - report,https://seekingalpha.com/news/4422293-nvidia-acquires-synthetic-data-provider-gretel?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,,
148,3/19/2025 6:10:51 PM,TipRanks,"AI Daily: Nvidia presents new AI chips, partnerships at GTC",/news/stocks/ai-daily-nvidia-presents-new-ai-chips-partnerships-at-gtc-1034495016,,
149,3/19/2025 6:47:02 PM,TipRanks,S&P 500 Rallies Even with the Fed’s Interest Rate Hold,/news/stocks/s-p-500-rallies-even-with-the-fed-s-interest-rate-hold-1034495038,,
150,3/19/2025 4:01:14 PM,TipRanks,"Nvidia acquires synthetic data startup Gretel, Wired reports",/news/stocks/nvidia-acquires-synthetic-data-startup-gretel-wired-reports-1034494884,,
151,3/19/2025 4:43:41 PM,Seeking Alpha,Nvidia acquires synthetic data provider Gretel - report,https://seekingalpha.com/news/4422293-nvidia-acquires-synthetic-data-provider-gretel?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,,
152,3/19/2025 6:10:51 PM,TipRanks,"AI Daily: Nvidia presents new AI chips, partnerships at GTC",/news/stocks/ai-daily-nvidia-presents-new-ai-chips-partnerships-at-gtc-1034495016,,
153,3/19/2025 6:47:02 PM,TipRanks,S&P 500 Rallies Even with the Fed’s Interest Rate Hold,/news/stocks/s-p-500-rallies-even-with-the-fed-s-interest-rate-hold-1034495038,,
154,3/19/2025 7:34:36 PM,TipRanks,Nvidia Stock (NVDA) Jumps after CEO Says Demand for Blackwell Chips Is Underestimated,/news/stocks/nvidia-stock-nvda-jumps-after-ceo-says-demand-for-blackwell-chips-is-underestimated-1034495082,,
155,3/19/2025 7:35:29 PM,TipRanks,Quantum Leap: Nvidia to build Accelerated Quantum Research Center in Boston,/news/stocks/quantum-leap-nvidia-to-build-accelerated-quantum-research-center-in-boston-1034495080,,
156,3/19/2025 8:15:18 PM,TipRanks,Nvidia (NVDA): New Buy Recommendation for This Technology Giant,/news/stocks/nvidia-nvda-new-buy-recommendation-for-this-technology-giant-1034495127,,
157,3/19/2025 8:15:46 PM,TipRanks,Itron announces AI-powered solutions collaboration with Nvidia,/news/stocks/itron-announces-ai-powered-solutions-collaboration-with-nvidia-1034495124,,
158,3/19/2025 9:00:13 PM,TipRanks,"CoreWeave to seek $47-$55 per share in IPO, Reuters says",/news/stocks/coreweave-to-seek-47--55-per-share-in-ipo-reuters-says-1034495187,,
159,3/19/2025 9:05:49 PM,InvestorPlace,Quantum Computing & NVIDIA’s Q-Day: Your Top Questions Answered,/news/stocks/your-questions-about-quantum-computing-and-nvidias-q-day-answered-1034494760,,
160,3/19/2025 9:49:21 PM,TipRanks,Nvidia-Backed (NVDA) CoreWeave Sets IPO Pricing at $47 to $55 per Share,/news/stocks/nvidia-backed-nvda-coreweave-sets-ipo-pricing-at-47-to-55-per-share-1034495222,,
161,3/19/2025 11:44:51 PM,TipRanks,"‘Buckle Up for Another Surge,’ Says Cowen About Nvidia Stock",/news/stocks/buckle-up-for-another-surge-says-cowen-about-nvidia-stock-1034495617,,
162,3/20/2025 7:31:59 AM,TipRanks,Super Micro Computer (SMCI) Stock Rises on Launch of New Storage Server Powered by Nvidia’s Grace CPU,/news/stocks/super-micro-computer-smci-stock-rises-on-launch-of-new-storage-server-powered-by-nvidia-s-grace-cpu-1034497307,,
163,3/20/2025 8:21:54 AM,TipRanks,Nvidia and Google Expand Partnership at GTC 2025 to Push AI Boundaries,/news/stocks/nvidia-and-google-expand-partnership-at-gtc-2025-to-push-ai-boundaries-1034497607,,
164,3/20/2025 9:13:14 AM,TipRanks,Nvidia (NVDA) Vows Billions in U.S. Chip Making and Denies Intel Investment,/news/stocks/nvidia-nvda-vows-billions-in-u-s-chip-making-and-denies-intel-investment-1034498022,,
165,3/20/2025 9:55:10 AM,TipRanks,"Nvidia not part of consortium to buy Intel stake, Huang says, Reuters reports",/news/stocks/nvidia-not-part-of-consortium-to-buy-intel-stake-huang-says-reuters-reports-1034498227,,
166,3/20/2025 10:15:42 AM,TipRanks,"Nvidia plans to spend hundreds of billions on U.S. supply chain shift, FT says",/news/stocks/nvidia-plans-to-spend-hundreds-of-billions-on-u-s-supply-chain-shift-ft-says-1034498268,,
167,3/20/2025 10:38:10 AM,TipRanks,"New Buy Rating for Nvidia (NVDA), the Technology Giant",/news/stocks/new-buy-rating-for-nvidia-nvda-the-technology-giant-1034498352,,
168,3/20/2025 12:10:37 PM,Seeking Alpha,CoreWeave seeks $26B valuation in U.S. IPO,https://seekingalpha.com/news/4422734-coreweave-seeks-26b-valuation-in-us-ipo?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,,
169,3/20/2025 12:45:26 PM,Seeking Alpha,SA Charts: Here are the biggest corporate spenders on buybacks in Q4,https://seekingalpha.com/news/4422272-sa-charts-here-are-the-biggest-corporate-spenders-on-buybacks-in-q4?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,,
170,3/20/2025 1:00:56 PM,TipRanks,Nvidia price target lowered to $125 from $135 at DA Davidson,/news/stocks/nvidia-price-target-lowered-to-125-from-135-at-da-davidson-1034499146,,
171,3/20/2025 1:01:13 PM,TipRanks,Notable open interest changes for March 20th,/news/stocks/notable-open-interest-changes-for-march-20th-1034499145,,
172,3/20/2025 1:05:09 PM,TipRanks,Bit Digital’s WhiteFiber partners with Shadeform to deliver Nvidia B200 GPUs,/news/stocks/bit-digital-s-whitefiber-partners-with-shadeform-to-deliver-nvidia-b200-gpus-1034499143,,
173,3/20/2025 1:05:27 PM,TipRanks,D.A. Davidson Reaffirms Their Hold Rating on Nvidia (NVDA),/news/stocks/d-a-davidson-reaffirms-their-hold-rating-on-nvidia-nvda-1034499140,,
174,3/20/2025 1:30:09 PM,TipRanks,"Nvidia adopting ‘more growthy view’ as spend still accelerates, says Truist",/news/stocks/nvidia-adopting-more-growthy-view-as-spend-still-accelerates-says-truist-1034499267,,
175,3/20/2025 4:08:40 PM,TipRanks,M&A News: Nvidia (NVDA) Makes Nine-Figure Acquisition of Synthetic AI Group Gretel,/news/stocks/m-a-news-nvidia-nvda-makes-nine-figure-acquisition-of-synthetic-ai-group-gretel-1034499790,,
176,3/20/2025 4:16:26 PM,TipRanks,"Accenture reports Q2 beat, Apple TV+ losing $1B annually: Morning Buzz",/news/stocks/accenture-reports-q2-beat-apple-tv-losing-1b-annually-morning-buzz-1034499820,,
177,3/20/2025 4:45:46 PM,TipRanks,Here’s what Wall Street is saying about Micron ahead of earnings,/news/stocks/here-s-what-wall-street-is-saying-about-micron-ahead-of-earnings-1034499848,,
178,3/20/2025 5:07:32 PM,TipRanks,Magnificent Seven Stocks in Bear Market as Valuation Premium Shrinks,/news/stocks/magnificent-seven-stocks-in-bear-market-as-valuation-premium-shrinks-1034499908,,
179,3/20/2025 5:25:06 PM,TipRanks,Why This Top Analyst Calls JPMorgan Chase Stock (JPM) the “Nvidia of Banking”,/news/stocks/why-this-top-analyst-calls-jpmorgan-chase-stock-jpm-the-nvidia-of-banking-1034499901,,
180,3/20/2025 6:49:36 PM,TipRanks,Short Sellers Earn $15B Betting Against TSLA and NVDA Stocks,/news/stocks/short-sellers-earn-15b-betting-against-tsla-and-nvda-stocks-1034499968,,
181,3/20/2025 6:51:28 PM,Seeking Alpha,Quantum stocks head south even as Nvidia hosts first ever quantum day at GTC,https://seekingalpha.com/news/4423044-quantum-stocks-head-south-even-as-nvidia-hosts-first-ever-quantum-day-at-gtc?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,,
182,3/20/2025 7:08:49 PM,Seeking Alpha,"JPMorgan Chase is the 'Nvidia of banking,' Wells Fargo's Mayo says",https://seekingalpha.com/news/4423040-jpmorgan-chase-is-the-nvidia-of-banking-wells-fargos-mayo-says?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,,
183,3/20/2025 7:34:54 PM,TipRanks,Ford Stock (NYSE:F) Slides Despite New Nvidia Connection,/news/stocks/ford-stock-nyse-f-slides-despite-new-nvidia-connection-1034500031,,
184,3/20/2025 9:19:03 PM,TipRanks,Nvidia (NVDA) CEO Says He Was “Wrong” About Timeline for Quantum Computing,/news/stocks/nvidia-nvda-ceo-says-he-was-wrong-about-timeline-for-quantum-computing-1034500160,,
185,3/20/2025 11:58:09 PM,TipRanks,‘$200 Is in Sight’: Top Analyst Sees 70% Upside for Nvidia Stock,/news/stocks/200-is-in-sight-top-analyst-sees-70-upside-for-nvidia-stock-1034500753,,
186,3/21/2025 8:43:27 AM,TipRanks,Nvidia Ventures into the Quantum Computing Space with New Lab in Boston,/news/stocks/nvidia-ventures-into-the-quantum-computing-space-with-new-lab-in-boston-1034502402,,
187,3/21/2025 10:14:47 AM,TipRanks,Nvidia (NVDA)-Backed Perplexity AI Seeks Fresh Funding at $18B Valuation,/news/stocks/nvidia-nvda--backed-perplexity-ai-seeks-fresh-funding-at-18b-valuation-1034502986,,
188,3/21/2025 10:25:50 AM,TipRanks,Super Micro upgraded to Neutral at JPMorgan on cycling past filing challenges,/news/stocks/super-micro-upgraded-to-neutral-at-jpmorgan-on-cycling-past-filing-challenges-1034503089,,
189,3/21/2025 10:27:28 AM,TipRanks,"Micron Stock Remains Attractive with Strong AI Demand, Says Mizuho and Hikes PT",/news/stocks/micron-stock-remains-attractive-with-strong-ai-demand-says-mizuho-and-hikes-pt-1034503084,,
190,3/21/2025 11:31:38 AM,TipRanks,French Quantum Computing Startup Pasqal Syncs with Nvidia (NASDAQ:NVDA),/news/stocks/french-quantum-computing-startup-pasqal-syncs-with-nvidia-nasdaq-nvda-1034503361,,
191,3/21/2025 11:51:28 AM,TipRanks,"Top 3 Trending Stocks, According to Analysts – 3/21/2025",/news/stocks/top-3-trending-stocks-according-to-analysts-3-21-2025-1034503510,,
192,3/21/2025 12:23:52 PM,TipRanks,J&J (JNJ) Commits $55B to U.S. Manufacturing Expansion as Trump’s Tariffs Pressure Mounts,/news/stocks/j-j-jnj-commits-55b-to-u-s-manufacturing-expansion-as-trump-s-tariffs-pressure-mounts-1034503652,,
193,3/21/2025 12:55:08 PM,TipRanks,"Nvidia plans to open quantum computing lab in Boston, Reuters says",/news/stocks/nvidia-plans-to-open-quantum-computing-lab-in-boston-reuters-says-1034503749,,
194,3/21/2025 1:00:59 PM,TipRanks,Notable open interest changes for March 21st,/news/stocks/notable-open-interest-changes-for-march-21st-1034503738,,
195,3/21/2025 2:09:10 PM,TipRanks,Nvidia (NVDA) Stock Slides as Chinese Rivals Close the Performance Gap,/news/stocks/nvidia-nvda-stock-slides-as-chinese-rivals-close-the-performance-gap-1034503926,,
196,3/21/2025 2:32:40 PM,Seeking Alpha,"Biggest stock movers Friday: NIO, ALNY, FDX, and more",https://seekingalpha.com/news/4423287-biggest-stock-movers-friday-quantum-stocks-fdx-and-more?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,,
197,3/21/2025 3:39:22 PM,TipRanks,IonQ (IONQ) Board Member Buys $2 Million of Company Stock,/news/stocks/ionq-ionq-board-member-buys-2-million-of-company-stock-1034504147,,
198,3/21/2025 3:56:07 PM,Seeking Alpha,Micron leads chip stocks lower after Q2 margin pressure,https://seekingalpha.com/news/4423579-micron-leads-chip-stocks-lower-after-q2-margin-pressure?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,,
199,3/21/2025 3:59:39 PM,TipRanks,Nvidia (NVDA) CEO Jensen Huang Doesn’t Expect a Major Impact from Tariffs,/news/stocks/nvidia-nvda-ceo-jensen-huang-doesn-t-expect-a-major-impact-from-tariffs-1034504214,,
200,3/21/2025 9:48:17 PM,TipRanks,Microsoft Stock (MSFT) Narrowly Avoids Eight-Week Losing Streak,/news/stocks/microsoft-stock-msft-narrowly-avoids-eight-week-losing-streak-1034504406,,
201,3/22/2025 1:35:32 PM,Seeking Alpha,"Notable analyst calls this week: Tesla, Netflix and Starbucks stocks among top picks",https://seekingalpha.com/news/4423424-notable-analyst-calls-this-week-tesla-netflix-and-starbucks-stocks-among-top-picks?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,,
202,3/22/2025 7:15:56 PM,Seeking Alpha,"Key deals this week: Google, Nvidia, EsoBiotec SA, Coinbase Global and more",https://seekingalpha.com/news/4423819-key-deals-this-week-google-nvidia-esobiotec-sa-coinbase-global-and-more?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,,
203,3/23/2025 7:25:44 AM,TipRanks,"‘Don’t Get Distracted,’ Says Top Investor About Nvidia Stock",/news/stocks/don-t-get-distracted-says-top-investor-about-nvidia-stock-1034505037,,
204,3/23/2025 12:14:11 PM,TipRanks,"Nvidia Enters the Humanoid Robot Race, and the Name Is GROOT N1",/news/stocks/nvidia-enters-the-humanoid-robot-race-and-the-name-is-groot-n1-1034505326,,
205,3/23/2025 3:15:30 PM,TipRanks,"Perplexity AI to Raise Up to $1B, as Valuation Doubles in Record Time",/news/stocks/perplexity-ai-to-raise-up-to-1b-as-valuation-doubles-in-record-time-1034505367,,
206,3/23/2025 11:01:41 PM,TipRanks,"‘Load Up,’ Says Morgan Stanley About Nvidia Stock Following GTC",/news/stocks/load-up-says-morgan-stanley-about-nvidia-stock-following-gtc-1034505555,,
207,3/24/2025 6:08:48 AM,Seeking Alpha,Korean AI chip startup FuriosaAI rejects Meta’s $800 million offer - report,https://seekingalpha.com/news/4423878-korean-ai-chip-startup-furiosaai-rejects-metas-800-million-offer---report?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,,
208,3/24/2025 7:45:55 AM,TipRanks,Nvidia Stock (NVDA) Gets a Bullish Nod from Wall Street Analyst as GTC 2025 Wraps Up,/news/stocks/nvidia-stock-nvda-gets-a-bullish-nod-from-wall-street-analyst-as-gtc-2025-wraps-up-1034507498,,
209,3/24/2025 7:52:29 AM,Seeking Alpha,Malaysia plans strict chip regulations as U.S. keeps watch - report,https://seekingalpha.com/news/4423887-malaysia-plans-strict-chip-regulations-as-us-keeps-watch---report?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,,
210,3/24/2025 8:10:49 AM,TipRanks,Super Micro Computer Stock (SMCI) Jumps 8% on JPMorgan’s Rating Upgrade,/news/stocks/super-micro-computer-stock-smci-jumps-8-on-jpmorgan-s-rating-upgrade-1034507659,,
211,3/24/2025 9:36:13 AM,TipRanks,Meta’s (META) AI Chip Ambitions Hit a Wall as FuriosaAI Rejects $800M Takeover Deal,/news/stocks/meta-s-meta-ai-chip-ambitions-hit-a-wall-as-furiosaai-rejects-800m-takeover-deal-1034508201,,
212,3/24/2025 12:09:37 PM,TipRanks,Meta and OpenAI Eye India’s Reliance Industries to Bolster Presence in India,/news/stocks/meta-and-openai-eye-india-s-reliance-industries-to-bolster-presence-in-india-1034509015,,
213,3/24/2025 12:13:55 PM,TipRanks,Is Tesla Stock (TSLA) Ready for a Rebound?,/news/stocks/is-tesla-stock-tsla-ready-for-a-rebound-1034509087,,
214,3/24/2025 12:29:06 PM,TipRanks,Super Micro Computer Stock (SMCI): There’s a New Bear in Town,/news/stocks/super-micro-computer-stock-smci-there-s-a-new-bear-in-town-1034509192,,
215,3/24/2025 1:00:46 PM,TipRanks,Notable open interest changes for March 24th,/news/stocks/notable-open-interest-changes-for-march-24th-1034509315,,
216,3/24/2025 1:21:22 PM,TipRanks,Alibaba’s (NYSE:BABA) Ant Group Turns to U.S.-China Chip Combo,/news/stocks/alibaba-s-nyse-baba-ant-group-turns-to-u-s--china-chip-combo-1034509378,,
217,3/24/2025 3:50:02 PM,TipRanks,BofA’s Five-Star Analyst Explains Why Nvidia Stock (NVDA) Has Been Falling,/news/stocks/bofa-s-five-star-analyst-explains-why-nvidia-stock-nvda-has-been-falling-1034509662,,
218,3/24/2025 3:58:19 PM,TipRanks,"NVDA, AMZN, GOOGL: U.S. Stocks Soar as Trump Dials Back Tariff Threats",/news/stocks/nvda-amzn-googl-u-s-stocks-soar-as-trump-dials-back-tariff-threats-1034509687,,
219,3/24/2025 5:58:04 PM,TipRanks,Alibaba Stock (BABA) Climbs as China Pushes AI Chip Breakthrough,/news/stocks/alibaba-stock-baba-climbs-as-china-pushes-ai-chip-breakthrough-1034509774,,
220,3/24/2025 6:17:16 PM,TipRanks,S&P 500 Soars on Reports of Soft Trump Tariffs,/news/stocks/s-p-500-soars-on-reports-of-soft-trump-tariffs-1034509779,,
221,3/24/2025 6:25:49 PM,TipRanks,IonQ Stock (IONQ) Jumps 15% as Investors Pile Back into the Quantum Computing Trade,/news/stocks/ionq-stock-ionq-jumps-15-as-investors-pile-back-into-the-quantum-computing-trade-1034509783,,
222,3/24/2025 6:43:16 PM,TipRanks,Dell Stock Rallies as BofA Reiterates Buy Rating Following Nvidia’s (NVDA) GTC Event,/news/stocks/dell-stock-rallies-as-bofa-reiterates-buy-rating-following-nvidia-s-nvda-gtc-event-1034509792,,
223,3/24/2025 7:34:43 PM,TipRanks,How to Know When Quantum Computing Stocks Are Actually Ready to Take Off,/news/stocks/how-to-know-when-quantum-computing-stocks-are-actually-ready-to-take-off-1034509819,,
224,3/25/2025 6:09:04 AM,TipRanks,AMD Stock Price Jumps 7% as Trump’s Tariff Plans Remain in Flux,/news/stocks/amd-stock-price-jumps-7-as-trump-s-tariff-plans-remain-in-flux-1034511329,,
225,3/25/2025 6:43:34 AM,TipRanks,PsiQuantum Raises $750M in Major Funding as Quantum Computing Race Intensifies,/news/stocks/psiquantum-raises-750m-in-major-funding-as-quantum-computing-race-intensifies-1034511511,,
226,3/25/2025 8:05:22 AM,TipRanks,DeepSeek’s V3 AI Model Gets a Major Upgrade,/news/stocks/deepseek-s-v3-ai-model-gets-a-major-upgrade-1034511893,,
227,3/25/2025 11:40:23 AM,TipRanks,Insider Trading: JPMorgan’s (JPM) Key Executives Offload Stock Worth $6.18M,/news/stocks/insider-trading-jpmorgan-s-jpm-key-executives-offload-stock-worth-6-18m-1034512881,,
228,3/25/2025 12:59:09 PM,TipRanks,"Top Analysts Mull $1,000 Target on ASML Holding Stock",/news/stocks/top-analysts-mull-1-000-target-on-asml-holding-stock-1034513064,,
229,3/25/2025 2:00:37 PM,TipRanks,Tesla Stock (TSLA) Is a Buying Opportunity as Retail Investors Buy and Be the Dip,/news/stocks/tesla-stock-tsla-is-a-buying-opportunity-as-retail-investors-buy-and-be-the-dip-1034513212,,
230,3/25/2025 2:27:40 PM,TipRanks,Nvidia’s Quantum Day Is Over — Get Ready for D-Wave’s Qubits 2025,/news/stocks/nvidia-s-quantum-day-is-over-get-ready-for-d-wave-s-qubits-2025-1034513352,,
231,3/25/2025 2:28:31 PM,TipRanks,Quantinuum Shakes Up Quantum Computing with Giant Backers and Big Moves,/news/stocks/quantinuum-shakes-up-quantum-computing-with-giant-backers-and-big-moves-1034513350,,
232,3/25/2025 3:48:23 PM,TipRanks,SoundHound AI (NASDAQ:SOUN) Names Tech Veteran Shawnna DelHierro as CIO,/news/stocks/soundhound-ai-nasdaq-soun-names-tech-veteran-shawnna-delhierro-as-cio-1034513491,,
233,3/25/2025 3:50:15 PM,TipRanks,Cognizant Stock (CTSH) Leaps Higher After Share Buyback Bonanza and AI Expansion,/news/stocks/cognizant-stock-ctsh-leaps-higher-after-share-buyback-bonanza-and-ai-expansion-1034513490,,
234,3/25/2025 5:35:09 PM,Seeking Alpha,Chip stocks dip after Alibaba warns of potential AI bubble in US,https://seekingalpha.com/news/4424894-chip-stocks-dip-after-alibaba-warns-of-potential-ai-bubble-in-us?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,,
235,3/25/2025 5:56:29 PM,TipRanks,Oracle Stock (ORCL) Slips as it Warns of Billion Dollar Blow Unless Biden AI Act is Scrapped,/news/stocks/oracle-stock-orcl-slips-as-it-warns-of-billion-dollar-blow-unless-biden-ai-act-is-scrapped-1034513661,,
236,3/25/2025 5:56:35 PM,TipRanks,DA Davidson tech analyst holds an analyst/industry conference call,/news/stocks/da-davidson-tech-analyst-holds-an-analyst-industry-conference-call-1034513660,,
237,3/25/2025 6:02:56 PM,TipRanks,Nvidia describes SES AI work on battery innovation in blog post,/news/stocks/nvidia-describes-ses-ai-work-on-battery-innovation-in-blog-post-1034513623,,
238,3/25/2025 6:17:01 PM,TipRanks,"CoreWeave initiated, Carvana upgraded: Wall Street’s top analyst calls",/news/stocks/coreweave-initiated-carvana-upgraded-wall-street-s-top-analyst-calls-1034513688,,
239,3/25/2025 6:33:16 PM,TipRanks,Alphabet (GOOGL) Executive Says Company Is Five Years Away from Quantum Breakthrough,/news/stocks/alphabet-googl-executive-says-company-is-five-years-away-from-quantum-breakthrough-1034513771,,
240,3/25/2025 6:43:19 PM,TipRanks,NVIDIA call buyer realizes 4% same-day gains,/news/stocks/nvidia-call-buyer-realizes-4-same-day-gains-1034513848,,
241,3/25/2025 6:44:49 PM,TipRanks,"Cerebras IPO further delayed as national security review drags on, Reuters says",/news/stocks/cerebras-ipo-further-delayed-as-national-security-review-drags-on-reuters-says-1034513838,,
242,3/25/2025 7:02:30 PM,TipRanks,"Foreign officials, tech execs urge Trump to rethink AI chip rule, Bloomberg say",/news/stocks/foreign-officials-tech-execs-urge-trump-to-rethink-ai-chip-rule-bloomberg-say-1034513934,,
243,3/25/2025 7:09:01 PM,TipRanks,"U.S. pressures Malaysia to crack down on Nvidia chip flows, FT reports",/news/stocks/u-s-pressures-malaysia-to-crack-down-on-nvidia-chip-flows-ft-reports-1034513886,,
244,3/25/2025 7:27:16 PM,TipRanks,AI Daily: Ant touts AI breakthrough using Chinese chips,/news/stocks/ai-daily-ant-touts-ai-breakthrough-using-chinese-chips-1034514185,,
245,3/25/2025 7:33:54 PM,TipRanks,"Jack Ma-backed Ant touts AI breakthrough using Chinese chips, Bloomberg says",/news/stocks/jack-ma-backed-ant-touts-ai-breakthrough-using-chinese-chips-bloomberg-says-1034514140,,
246,3/25/2025 7:41:46 PM,TipRanks,"Boeing upgraded, Lockheed downgraded: Wall Street’s top analyst calls",/news/stocks/boeing-upgraded-lockheed-downgraded-wall-street-s-top-analyst-calls-1034514237,,
247,3/26/2025 5:36:07 AM,TipRanks,Nvidia (NVDA) Faces New Hurdles in China as Beijing Tightens Energy Rules,/news/stocks/nvidia-nvda-faces-new-hurdles-in-china-as-beijing-tightens-energy-rules-1034516019,,
248,3/26/2025 9:57:55 AM,TipRanks,"Apple (AAPL) Eyes AI Data Center Battle after Siri Misfires, Says Loop Capital",/news/stocks/apple-aapl-eyes-ai-data-center-battle-after-siri-misfires-says-loop-capital-1034517238,,
249,3/26/2025 10:06:49 AM,TipRanks,U.S. Blacklists Over 50 Chinese Companies to Hit AI and Chip Capabilities,/news/stocks/u-s-blacklists-over-50-chinese-companies-to-hit-ai-and-chip-capabilities-1034517225,,
250,3/26/2025 11:15:56 AM,TipRanks,Melius Research highlights three reasons to like Cisco at current levels,/news/stocks/melius-research-highlights-three-reasons-to-like-cisco-at-current-levels-1034517622,,
251,3/26/2025 11:35:09 AM,TipRanks,Unusual call flow in option market yesterday,/news/stocks/unusual-call-flow-in-option-market-yesterday-1034517685,,
252,3/26/2025 12:14:25 PM,TipRanks,Volkswagen-Valeo Deal Masks Underlying Weakness in Mobileye Global Stock (MBLY),/news/stocks/volkswagen-valeo-deal-masks-underlying-weakness-in-mobileye-global-stock-mbly-1034517824,,
253,3/26/2025 1:01:20 PM,TipRanks,Notable open interest changes for March 26th,/news/stocks/notable-open-interest-changes-for-march-26th-1034517989,,
254,3/26/2025 1:27:45 PM,TipRanks,ASML Stock (ASML) Staggers Lower on Warning that Investors are Losing Patience with AI Promises,/news/stocks/asml-stock-asml-staggers-lower-on-warning-that-investors-are-losing-patience-with-ai-promises-1034518071,,
255,3/26/2025 2:00:38 PM,TipRanks,TD Cowen sees slower data center equipment purchasing as negative for Vertiv,/news/stocks/td-cowen-sees-slower-data-center-equipment-purchasing-as-negative-for-vertiv-1034518186,,
256,3/26/2025 2:18:15 PM,TipRanks,Quantum Computing News: How NVIDIA (NVDA) Is Accelerating Practical Quantum Computing in 2025,/news/stocks/quantum-computing-news-how-nvidia-nvda-is-accelerating-practical-quantum-computing-in-2025-1034518230,,
257,3/26/2025 2:25:28 PM,TipRanks,Nvidia Faces Brutal China Blow as AI Bubble Fears Surge,/news/stocks/nvidia-faces-brutal-china-blow-as-ai-bubble-fears-surge-1034518289,,
258,3/26/2025 4:58:01 PM,Business Insider,Nvidia stock tumbles on a report the chip titan could face tighter regulation in China,https://www.businessinsider.com/nvidia-stock-price-ai-chipmaker-china-restrictions-tech-spending-h20-2025-3,,
259,3/26/2025 4:59:30 PM,TipRanks,"‘Stick to Champions,’ Says Investor About Nvidia Stock",/news/stocks/stick-to-champions-says-investor-about-nvidia-stock-1034518531,,
260,3/26/2025 5:16:23 PM,TipRanks,"Nvidia nears deal to buy GPU reseller Lepton AI, The Information says",/news/stocks/nvidia-nears-deal-to-buy-gpu-reseller-lepton-ai-the-information-says-1034518522,,
